Unnamed: 0,pentatonic_id,waste_type,primary_desc,secondary_desc,material,dimensions,values_desc,compound_description,description,source,unit,weight_lbs,weight_ustons,volume_cf,volume_cy
849,KIT0006,Furniture,Kitchen Table,,,Medium,,Kitchen Table; Medium,Kitchen Table (Medium),https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,280.0,0.14,39.999999987,1.481481481
850,KIT0007,Furniture,Kitchen Table,,,Small,,Kitchen Table; Small,Kitchen Table (Small),https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,175.0,0.0875,25.000000002,0.925925926
851,KIT0008,General Solid Waste/ Donations,Kitchen knife,,,,,Kitchen knife,Kitchen knife,https://www.parcl.com/education/customers/shipping_weight#women-clothing,EA,0.551155,0.0002755775,,0.0
852,LAD0001,Scrap Metals,Ladder,,,,,Ladder,Ladder,https://democracy.york.gov.uk/documents/s2116/Annex%20C%20REcycling%20Report%20frnweights2005.pdf,EA,15.43234,0.00771617,,0.0
853,LAD0002,Industrial Equipment,Ladder,,,10 foot,,Ladder (10 foot),Ladder 10',https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,70.0,0.035,9.99999999,0.37037037
854,LAD0003,Industrial Equipment,Ladder,,,7 foot,,Ladder (7 foot),Ladder 7',https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,49.0,0.0245,6.999999993,0.259259259
855,LAD0004,Industrial Equipment,Ladder,Extension,,,,Ladder; Extension,Ladder (Extension),https://www.lewis-mcchord.army.mil/jppso/weight_estimator.htm,EA,70.0,0.035,,0.0
856,LAD0005,General Solid Waste/ Donations,Ladder,Extension,,,,Ladder; Extension,"Ladder, Extension",https://transcanadamovers.com/weight-calculator/,EA,50.0,0.025,9.99999999,0.37037037
857,LAD0006,Construction Waste,Ladder,Step,,,,Ladder; Step,"Ladder, Step",https://www.moverscorp.com/moving_weight_calculator/,EA,50.0,0.025,,0.0
858,LAD0007,Scrap Metals,Ladder,Extension,Metal,,,"Ladder, metal; Extension","Ladder, metal (Extension)",https://move.mil/resources/weight-estimator,EA,70.0,0.035,,0.0
859,LAD0008,Construction Waste,Ladder,Extension,Wood; wooden,,,"Ladder, wood; Extension","Ladder, wood (Extension)",https://move.mil/resources/weight-estimator,EA,70.0,0.035,,0.0
860,LAM0001,White Goods/ Appliances,Lamp,,,,,Lamp,Lamp,https://democracy.york.gov.uk/documents/s2116/Annex%20C%20REcycling%20Report%20frnweights2005.pdf,EA,11.0231,0.00551155,,0.0
861,LAM0002,Furniture,Lamp,Floor,,,,Lamp; Floor,"Lamp, Floor",http://www.movingtoolsinc.com/Tools/household-furniture-dimensional-weight-calculator.aspx,EA,21.0,0.0105,3.0,0.111111111111111
862,LAM0003,Furniture,Lamp,Stand,,,,Lamp; Stand,"Lamp, Stand",http://www.movingtoolsinc.com/Tools/household-furniture-dimensional-weight-calculator.aspx,EA,42.0,0.021,6.0,0.222222222222222
863,LAM0004,Furniture,Lamp,Table,,,,Lamp; Table,"Lamp, Table",http://www.movingtoolsinc.com/Tools/household-furniture-dimensional-weight-calculator.aspx,EA,14.0,0.007,2.0,0.0740740740740741
864,LAM0005,Furniture,Lamp,,,,Floor; Pole,"Lamp; Floor, Pole",Lamp (Floor/Pole),https://move.mil/resources/weight-estimator,EA,21.0,0.0105,,0.0
865,LAM0006,Furniture,Lamp,,,,Table; Boxed,"Lamp; Table, Boxed",Lamp (Table/Boxed),https://ewtaz.com/wp-content/uploads/2019/02/Average-Weight-of-Common-Household-Furniture.pdf,EA,5.0,0.0025,,0.0
866,LAM0007,Electronic Waste,Lamp; Light,,,,,Lamp / Light,Lamp / Light,https://www.sustainabilityexchange.ac.uk/files/copy_of_furniturereusenetworkaverageweights.xls,EA,3.30693,0.001653465,,0.0
867,LAM0008,Furniture,Lampshade,,,,,Lampshade,Lampshade,https://transcanadamovers.com/weight-calculator/,EA,10.0,0.005,3.999999996,0.148148148
868,LAP0001,Electronic Waste,Laptop,,,,,Laptop,Laptop,https://www.parcl.com/education/customers/shipping_weight#women-clothing,EA,6.61386,0.00330693,,0.0
869,LAP0002,General Solid Waste/ Donations,Laptop bag,,,,,Laptop bag,Laptop bag,https://www.parcl.com/education/customers/shipping_weight#women-clothing,EA,2.866006,0.001433003,,0.0
870,LAR0001,Furniture,Large Desk,,,,,Large Desk,Large Desk,https://www.sustainabilityexchange.ac.uk/files/copy_of_furniturereusenetworkaverageweights.xls,EA,59.52474,0.02976237,,0.0
871,LAR0002,Furniture,Large Sideboard,,,,,Large Sideboard,Large Sideboard,https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,210.0,0.105,29.999999997,1.111111111
872,LAR0003,Paper/ Cardboard,Large hardcover book,,,,,Large hardcover book,Large hardcover book,https://www.parcl.com/education/customers/shipping_weight#women-clothing,EA,2.20462,0.00110231,,0.0
873,LAR0004,General Solid Waste/ Donations,Large painting,,,,,Large painting,Large painting,https://www.parcl.com/education/customers/shipping_weight#women-clothing,EA,6.61386,0.00330693,,0.0
874,LAW0001,Furniture,Lawn Chair,,,,,Lawn Chair,Lawn Chair,https://transcanadamovers.com/weight-calculator/,EA,20.0,0.01,4.999999995,0.185185185
875,LAW0002,Industrial Equipment,Lawn Edger,,,,,Lawn Edger,Lawn Edger,https://move.mil/resources/weight-estimator,EA,35.0,0.0175,,0.0
876,LAW0003,Industrial Equipment,Lawn Mower,Hand,,,,Lawn Mower; Hand,Lawn Mower (Hand),https://move.mil/resources/weight-estimator,EA,35.0,0.0175,,0.0
877,LAW0004,Industrial Equipment,Lawn Mower,Power,,,,Lawn Mower; Power,Lawn Mower (Power),https://ewtaz.com/wp-content/uploads/2019/02/Average-Weight-of-Common-Household-Furniture.pdf,EA,45.0,0.0225,,0.0
878,LAW0005,Industrial Equipment,Lawn Mower,Power,,,,Lawn Mower; Power,"Lawn Mower, Power",https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,70.0,0.035,9.99999999,0.37037037
879,LAW0006,Industrial Equipment,Lawn Mower,Riding,,,,Lawn Mower; Riding,Lawn Mower (Riding),https://move.mil/resources/weight-estimator,EA,245.0,0.1225,,0.0
880,LAW0007,Industrial Equipment,Lawn Mower,Riding,,,,Lawn Mower; Riding,"Lawn Mower, Riding",https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,350.0,0.175,50.000000004,1.851851852
881,LAW0008,Industrial Equipment,Lawn Mower,Riding,,12 hp,,Lawn Mower; Riding 12hp,Lawn Mower (Riding 12hp),https://www.lewis-mcchord.army.mil/jppso/weight_estimator.htm,EA,325.0,0.1625,,0.0
882,LAW0009,Industrial Equipment,Lawn Mower,Riding,,18 hp,,Lawn Mower; Riding 18hp,Lawn Mower (Riding 18hp),https://www.lewis-mcchord.army.mil/jppso/weight_estimator.htm,EA,450.0,0.225,,0.0
883,LAW0010,Industrial Equipment,Lawn Mower,Riding,,22 hp,,Lawn Mower; Riding 22hp,Lawn Mower (Riding 22hp),https://www.lewis-mcchord.army.mil/jppso/weight_estimator.htm,EA,525.0,0.2625,,0.0
884,LAW0011,Furniture,Lawn Table,,,,,Lawn Table,Lawn Table,https://transcanadamovers.com/weight-calculator/,EA,30.0,0.015,9.99999999,0.37037037
885,LAW0012,Furniture,Lawn Umbrella,,,,,Lawn Umbrella,Lawn Umbrella,https://transcanadamovers.com/weight-calculator/,EA,30.0,0.015,9.99999999,0.37037037
886,LAW0013,Industrial Equipment,Lawnmower,,,,,Lawnmower,Lawnmower,https://democracy.york.gov.uk/documents/s2116/Annex%20C%20REcycling%20Report%20frnweights2005.pdf,EA,33.0693,0.01653465,,0.0
887,LAZ0001,Furniture,Lazy Boy Chair,,,,,Lazy Boy Chair,Lazy Boy Chair,https://www.moverscorp.com/moving_weight_calculator/,EA,170.0,0.085,,0.0
888,LEA0001,Industrial Equipment,Leaf Sweeper,,,,,Leaf Sweeper,Leaf Sweeper,https://move.mil/resources/weight-estimator,EA,35.0,0.0175,,0.0
889,LEA0002,Textiles,Leather jacket,,,,,Leather jacket,Leather jacket,https://www.parcl.com/education/customers/shipping_weight#women-clothing,EA,6.61386,0.00330693,,0.0
890,LEG0001,Textiles,Leggings,,,,,Leggings,Leggings,https://www.parcl.com/education/customers/shipping_weight#women-clothing,EA,0.661386,0.000330693,,0.0
891,LIG0001,Electronic Waste,Light fitting,,,,,Light fitting,Light fitting,https://democracy.york.gov.uk/documents/s2116/Annex%20C%20REcycling%20Report%20frnweights2005.pdf,EA,22.0462,0.0110231,,0.0
892,LIN0001,General Solid Waste/ Donations,Linen Basket,,,,,Linen Basket,Linen Basket,https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,70.0,0.035,9.99999999,0.37037037
893,LIN0002,Construction Waste,Lino,,,,,Lino,Lino,https://democracy.york.gov.uk/documents/s2116/Annex%20C%20REcycling%20Report%20frnweights2005.pdf,EA,33.0693,0.01653465,,0.0
894,LIP0001,General Solid Waste/ Donations,Lip gloss,,,,,Lip gloss,Lip gloss,https://www.parcl.com/education/customers/shipping_weight#women-clothing,EA,0.1543234,7.71617e-05,,0.0
895,LIQ0001,General Solid Waste/ Donations,Liquid foundation,,,,,Liquid foundation,Liquid foundation,https://www.parcl.com/education/customers/shipping_weight#women-clothing,EA,0.440924,0.000220462,,0.0
896,LOU0001,Furniture,Lounge Suite,,,,,Lounge Suite,Lounge Suite,https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,490.0,0.245,70.000000011,2.592592593
897,LOU0002,Furniture,Lounger,,,,,Lounger,Lounger,https://democracy.york.gov.uk/documents/s2116/Annex%20C%20REcycling%20Report%20frnweights2005.pdf,EA,33.0693,0.01653465,,0.0
898,LOV0001,Furniture,Love Seat,,,,,Love Seat,Love Seat,https://www.lewis-mcchord.army.mil/jppso/weight_estimator.htm,EA,80.0,0.04,,0.0
899,LUG0001,General Solid Waste/ Donations,Luggage Suitcase,,,,,Luggage suitcase,Luggage suitcase,https://www.parcl.com/education/customers/shipping_weight#women-clothing,EA,13.22772,0.00661386,,0.0
900,MP30001,Electronic Waste,MP3 Player; MP4 Player,,,,,"MP3, MP4-player",MP3/MP4-player,https://www.parcl.com/education/customers/shipping_weight#women-clothing,EA,0.661386,0.000330693,,0.0
901,MAG0001,Paper/ Cardboard,Magazine,,,,,Magazine,Magazine,https://www.parcl.com/education/customers/shipping_weight#women-clothing,EA,0.551155,0.0002755775,,0.0
902,MAG0002,Furniture,Magazine Rack,,,,,Magazine Rack,Magazine Rack,https://move.mil/resources/weight-estimator,EA,14.0,0.007,,0.0
903,MAK0001,General Solid Waste/ Donations,Makeup brushes,,,,,Makeup brushes set,Makeup brushes set,https://www.parcl.com/education/customers/shipping_weight#women-clothing,EA,0.881848,0.000440924,,0.0
904,MAR0001,Furniture,Marble Top,Boxed,,,,Marble Top; boxed,Marble Top (boxed),https://ewtaz.com/wp-content/uploads/2019/02/Average-Weight-of-Common-Household-Furniture.pdf,EA,50.0,0.025,,0.0
905,MAT0001,Furniture,Mattress,,,Single,,Mattress; Single,"Mattress, Single",http://www.movingtoolsinc.com/Tools/household-furniture-dimensional-weight-calculator.aspx,EA,140.0,0.07,20.0,0.740740740740741
906,MAT0002,Furniture,Mattress,,,Full,,Mattress; Full,"Mattress, Full",https://www.moverscorp.com/moving_weight_calculator/,EA,210.0,0.105,,0.0
907,MAT0003,Furniture,Mattress,,,King,,Mattress; King,"Mattress, King",https://www.moverscorp.com/moving_weight_calculator/,EA,280.0,0.14,,0.0
908,MAT0004,Furniture,Mattress,,,King size,,Mattress; King Size,"Mattress, King Size",https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,280.0,0.14,39.999999987,1.481481481
909,MAT0005,Furniture,Mattress,Pillow Top,,King size,,"Mattress; King Size, Pillow Top",Mattress (King Size/Pillow Top),https://ewtaz.com/wp-content/uploads/2019/02/Average-Weight-of-Common-Household-Furniture.pdf,EA,125.0,0.0625,,0.0
910,MAT0006,Furniture,Mattress,Standard,,King size,,"Mattress; King Size, Standard",Mattress (King Size/Standard),https://ewtaz.com/wp-content/uploads/2019/02/Average-Weight-of-Common-Household-Furniture.pdf,EA,100.0,0.05,,0.0
911,MAT0007,Furniture,Mattress,,,Queen,,Mattress; Queen,"Mattress, Queen",https://www.moverscorp.com/moving_weight_calculator/,EA,240.0,0.12,,0.0
912,MAT0008,Furniture,Mattress,Pillow Top,,Queen size,,"Mattress; Queen Size, Pillow Top",Mattress (Queen Size/Pillow Top),https://ewtaz.com/wp-content/uploads/2019/02/Average-Weight-of-Common-Household-Furniture.pdf,EA,100.0,0.05,,0.0
913,MAT0009,Furniture,Mattress,Standard,,Queen size,,"Mattress; Queen Size, Standard",Mattress (Queen Size/Standard),https://ewtaz.com/wp-content/uploads/2019/02/Average-Weight-of-Common-Household-Furniture.pdf,EA,75.0,0.0375,,0.0
914,MAT0010,Furniture,Mattress,Pillow Top,,Twin size,,"Mattress; Twin Size, Pillow Top",Mattress (Twin Size/Pillow Top),https://ewtaz.com/wp-content/uploads/2019/02/Average-Weight-of-Common-Household-Furniture.pdf,EA,75.0,0.0375,,0.0
915,MAT0011,Furniture,Mattress,,,Double,,Mattress; double,"Mattress, double",https://democracy.york.gov.uk/documents/s2116/Annex%20C%20REcycling%20Report%20frnweights2005.pdf,EA,88.1848,0.0440924,,0.0
916,MAT0012,Furniture,Mattress,,,King size,,Mattress; king-size,"Mattress, king-size",https://democracy.york.gov.uk/documents/s2116/Annex%20C%20REcycling%20Report%20frnweights2005.pdf,EA,110.231,0.0551155,,0.0
917,MAT0013,Furniture,Mattress,Standard,,Twin size,,"Mattress ); Twin Size, Standard",Mattress (Twin Size/Standard)),https://ewtaz.com/wp-content/uploads/2019/02/Average-Weight-of-Common-Household-Furniture.pdf,EA,50.0,0.025,,0.0
918,MED0001,White Goods/ Appliances,Medium Electric Bread Machine,,,,,Medium elec - bread machine; video camera,"Medium elec - bread machine, video camera, trouser press",https://www.sustainabilityexchange.ac.uk/files/copy_of_furniturereusenetworkaverageweights.xls,EA,15.43234,0.00771617,,0.0
919,MED0002,Paper/ Cardboard,Medium Hardcover Book,,,,,Medium hardcover book,Medium hardcover book,https://www.parcl.com/education/customers/shipping_weight#women-clothing,EA,1.322772,0.000661386,,0.0
920,MET0001,Furniture,Metal Cabinet,,,,,Metal Cabinet,Metal Cabinet,https://transcanadamovers.com/weight-calculator/,EA,50.0,0.025,6.999999993,0.259259259
921,MET0002,Scrap Metals,Metal Cart,,,,,Metal Cart,Metal Cart,https://move.mil/resources/weight-estimator,EA,35.0,0.0175,,0.0
922,MET0003,Furniture,Metal Chair,,,,,Metal Chair,Metal Chair,https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,49.0,0.0245,6.999999993,0.259259259
923,MET0004,Furniture,Metal Shelves Section,,,,,"Metal Shelves, Section",Metal Shelves/Section,https://move.mil/resources/weight-estimator,EA,35.0,0.0175,,0.0
924,MIC0001,White Goods/ Appliances,Microwave,,,,,Microwave,Microwave,https://democracy.york.gov.uk/documents/s2116/Annex%20C%20REcycling%20Report%20frnweights2005.pdf,EA,37.47854,0.01873927,,0.0
925,MIC0002,Furniture,Microwave Cart,,,,,Microwave Cart,Microwave Cart,https://move.mil/resources/weight-estimator,EA,70.0,0.035,,0.0
926,MIC0003,White Goods/ Appliances,Microwave Oven,,,,,Microwave Oven,Microwave Oven,https://transcanadamovers.com/weight-calculator/,EA,100.0,0.05,15.000000012,0.555555556
927,MIC0004,White Goods/ Appliances,Microwave Oven,Large,,Large,,Microwave Oven; Large,Microwave Oven (Large),https://ewtaz.com/wp-content/uploads/2019/02/Average-Weight-of-Common-Household-Furniture.pdf,EA,75.0,0.0375,,0.0
928,MIC0005,White Goods/ Appliances,Microwave Oven,Small,,Small,,Microwave Oven; Small,Microwave Oven (Small),https://ewtaz.com/wp-content/uploads/2019/02/Average-Weight-of-Common-Household-Furniture.pdf,EA,35.0,0.0175,,0.0
929,MIC0006,Furniture,Microwave Stand,,,,,Microwave Stand,Microwave Stand,https://ewtaz.com/wp-content/uploads/2019/02/Average-Weight-of-Common-Household-Furniture.pdf,EA,50.0,0.025,,0.0
930,MIN0001,White Goods/ Appliances,Mini Refrigerator; Mini Fridge,,,,,Mini-Refrigerator,Mini-Refrigerator,https://move.mil/resources/weight-estimator,EA,70.0,0.035,,0.0
931,MIR0001,Construction Waste,Mirror,Boxed,,,,Mirror; Boxed,Mirror (Boxed),https://ewtaz.com/wp-content/uploads/2019/02/Average-Weight-of-Common-Household-Furniture.pdf,EA,75.0,0.0375,,0.0
932,MIR0002,Construction Waste,Mirror,,,Large,,Mirror; Large,Mirror (Large),http://www.movingtoolsinc.com/Tools/household-furniture-dimensional-weight-calculator.aspx,EA,49.0,0.0245,7.0,0.259259259259259
933,MIR0003,Construction Waste,Mirror,,,Small,,Mirror; Small,Mirror (Small),http://www.movingtoolsinc.com/Tools/household-furniture-dimensional-weight-calculator.aspx,EA,21.0,0.0105,3.0,0.111111111111111
934,MIR0004,Construction Waste,Mirror,,,Large,,Mirror; large,"Mirror, large",https://democracy.york.gov.uk/documents/s2116/Annex%20C%20REcycling%20Report%20frnweights2005.pdf,EA,22.0462,0.0110231,,0.0
935,MIR0005,Construction Waste,Mirror,,,Small,,Mirror; small,"Mirror, small",https://democracy.york.gov.uk/documents/s2116/Annex%20C%20REcycling%20Report%20frnweights2005.pdf,EA,11.0231,0.00551155,,0.0
936,MIR0006,Construction Waste,Mirror Cartons; Mirror Pictures,,,,,"Mirror Cartons, Pictures",Mirror Cartons/Pictures,https://www.lewis-mcchord.army.mil/jppso/weight_estimator.htm,EA,25.0,0.0125,,0.0
937,MIX0001,White Goods/ Appliances,Mixer,,,,,Mixer,Mixer,https://www.lewis-mcchord.army.mil/jppso/weight_estimator.htm,EA,10.0,0.005,,0.0
938,MOB0001,Electronic Waste,Mobile Phone Accessories,,,,Hands free kit; charger,"Mobile Phone & Accessories; hands free kit, charger","Mobile Phone & Accessories (hands free kit, charger)",https://www.sustainabilityexchange.ac.uk/files/copy_of_furniturereusenetworkaverageweights.xls,EA,1.10231,0.000551155,,0.0
939,MOB0002,Electronic Waste,Mobile phone,Original box,,,,Mobile phone; in the original box,Mobile phone (in the original box),https://www.parcl.com/education/customers/shipping_weight#women-clothing,EA,0.881848,0.000440924,,0.0
940,MOB0003,Electronic Waste,Mobile phone,Without original box; no original box,,,,Mobile phone; without original box,Mobile phone (without original box),https://www.parcl.com/education/customers/shipping_weight#women-clothing,EA,0.440924,0.000220462,,0.0
941,MON0001,General Solid Waste/ Donations,Monopoly,,,,,Monopoly,Monopoly,https://www.parcl.com/education/customers/shipping_weight#women-clothing,EA,3.086468,0.001543234,,0.0
942,MOP0001,Industrial Equipment,Moped,,,,,Moped,Moped,https://move.mil/resources/weight-estimator,EA,105.0,0.0525,,0.0
943,MOP0002,Industrial Equipment,Moped,,,49 cc,,Moped; 49 cc,Moped (49 cc),https://www.lewis-mcchord.army.mil/jppso/weight_estimator.htm,EA,120.0,0.06,,0.0
944,MOT0001,Electronic Waste,Motor,Electric,,,,Motor; Electric,Motor (Electric),https://move.mil/resources/weight-estimator,EA,7.0,0.0035,,0.0
945,MOV0001,General Solid Waste/ Donations,Movie Screen,,,,,Movie Screen,Movie Screen,https://move.mil/resources/weight-estimator,EA,7.0,0.0035,,0.0
946,MOV0002,Electronic Waste,Movie Projector; Slide Projector,,,,,"Movie, Slide Projector",Movie/Slide Projector,https://move.mil/resources/weight-estimator,EA,7.0,0.0035,,0.0
947,MOW0001,Industrial Equipment,Mower,Electric,,,,Mower; Electric,"Mower, Electric",https://transcanadamovers.com/weight-calculator/,EA,30.0,0.015,4.999999995,0.185185185
948,MOW0002,Industrial Equipment,Mower,Gas,,,,Mower; Gas,"Mower, Gas",https://transcanadamovers.com/weight-calculator/,EA,90.0,0.045,15.000000012,0.555555556
949,MOW0003,Industrial Equipment,Mower,Riding,,1 hp,,Mower; Riding (1-hp),"Mower, Riding (1-hp)",https://transcanadamovers.com/weight-calculator/,EA,200.0,0.1,25.000000002,0.925925926
950,MUL0001,Textiles,Mules; Clogs,,,,,Mules & Clogs,Mules & Clogs,https://www.parcl.com/education/customers/shipping_weight#women-clothing,EA,0.661386,0.000330693,,0.0
951,MUS0001,General Solid Waste/ Donations,Musical Instrument,,,,,Musical Instrument,Musical Instrument,https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,105.0,0.0525,15.000000012,0.555555556
952,MUS0002,Electronic Waste,Musical Instruments,,,,Keyboard; organ,"Musical Instruments; i.e. keyboard, organ","Musical Instruments i.e. keyboard, organ",https://www.sustainabilityexchange.ac.uk/files/copy_of_furniturereusenetworkaverageweights.xls,EA,68.34322,0.03417161,,0.0
953,NEC0001,General Solid Waste/ Donations,Necklace,,,,,Necklace,Necklace,https://www.parcl.com/education/customers/shipping_weight#women-clothing,EA,0.551155,0.0002755775,,0.0
954,NES0001,Furniture,Nest of Tables,,,,,Nest of Tables,Nest of Tables,https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,70.0,0.035,9.99999999,0.37037037
955,NEX0001,Electronic Waste,Nexus 6P,,,,,Nexus 6P,Nexus 6P,https://www.parcl.com/education/customers/shipping_weight#women-clothing,EA,0.440924,0.000220462,,0.0
956,NIG0001,Furniture,Night Stand,,,,,Night Stand,Night Stand,https://www.moverscorp.com/moving_weight_calculator/,EA,55.0,0.0275,,0.0
957,NIG0002,Furniture,Night Table,,,,,Night Table,Night Table,https://move.mil/resources/weight-estimator,EA,35.0,0.0175,,0.0
958,NOT0001,General Solid Waste/ Donations,Notice Board,,,,,Notice Board,Notice Board,https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,49.0,0.0245,6.999999993,0.259259259
959,OCC0001,Furniture,Occasional Table,,,Small,,Occasional Table; (Small),"Occasional Table, (Small)",https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,742.0,0.371,106.000000002,3.925925926
960,OCU0001,Electronic Waste,Oculus Rift,,,,,Oculus Rift,Oculus Rift,https://www.parcl.com/education/customers/shipping_weight#women-clothing,EA,1.10231,0.000551155,,0.0
961,OFF0001,Furniture,Office Chair,,,,,Office Chair,Office Chair,https://democracy.york.gov.uk/documents/s2116/Annex%20C%20REcycling%20Report%20frnweights2005.pdf,EA,26.45544,0.01322772,,0.0
962,OFF0002,Furniture,Office Desk,,,,,Office Desk,Office Desk,https://democracy.york.gov.uk/documents/s2116/Annex%20C%20REcycling%20Report%20frnweights2005.pdf,EA,55.1155,0.02755775,,0.0
963,ORG0001,Furniture,Organ,,,,,Organ,Organ,https://transcanadamovers.com/weight-calculator/,EA,240.0,0.12,29.999999997,1.111111111
964,ORG0002,Furniture,Organ,,,"Medium, 50",,Organ; Med. less than (50),Organ (Med. less than 500 lbs),https://ewtaz.com/wp-content/uploads/2019/02/Average-Weight-of-Common-Household-Furniture.pdf,EA,220.0,0.11,,0.0
965,ORG0003,Furniture,Organ,,,Medium,,Organ; Medium,Organ (Medium),https://www.lewis-mcchord.army.mil/jppso/weight_estimator.htm,EA,425.0,0.2125,,0.0
966,ORG0004,Furniture,Organ,Musical,,,,Organ; Musical,Organ (Musical),https://ewtaz.com/wp-content/uploads/2019/02/Average-Weight-of-Common-Household-Furniture.pdf,EA,200.0,0.1,,0.0
967,ORG0005,Furniture,Organ,,,Small,,Organ; Small,Organ (Small),https://www.lewis-mcchord.army.mil/jppso/weight_estimator.htm,EA,150.0,0.075,,0.0
968,ORG0006,Furniture,Organ,,,"Small, 20",,Organ; Small less than (20),Organ (Small less than 200 lbs),https://ewtaz.com/wp-content/uploads/2019/02/Average-Weight-of-Common-Household-Furniture.pdf,EA,204.0,0.102,,0.0
969,ORG0007,Furniture,Organ,,,"Small, 30",,Organ; Small less than (30),Organ (Small less than 300 lbs),https://ewtaz.com/wp-content/uploads/2019/02/Average-Weight-of-Common-Household-Furniture.pdf,EA,295.0,0.1475,,0.0
970,ORG0008,Electronic Waste,Organ,Leslie speaker,,,,"Organ; Speakers, Leslies",Organ (Speakers/Leslies),https://ewtaz.com/wp-content/uploads/2019/02/Average-Weight-of-Common-Household-Furniture.pdf,EA,107.0,0.0535,,0.0
971,ORG0009,Furniture,Organ Bench,,,,,Organ Bench,Organ Bench,https://ewtaz.com/wp-content/uploads/2019/02/Average-Weight-of-Common-Household-Furniture.pdf,EA,64.0,0.032,,0.0
972,ORG0010,Furniture,Organ Stool,,,,,Organ Stool,Organ Stool,https://ewtaz.com/wp-content/uploads/2019/02/Average-Weight-of-Common-Household-Furniture.pdf,EA,18.0,0.009,,0.0
973,ORI0001,Furniture,Oriental Screen,,,,,Oriental Screen,Oriental Screen,https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,70.0,0.035,9.99999999,0.37037037
974,OTT0001,Furniture,Ottoman,,,,,Ottoman,Ottoman,https://democracy.york.gov.uk/documents/s2116/Annex%20C%20REcycling%20Report%20frnweights2005.pdf,EA,22.0462,0.0110231,,0.0
975,OTT0002,Furniture,Ottoman Footstool,x,,Small,,"Ottoman, Footstool; Large",Ottoman/Footstool (Large),https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,70.0,0.035,9.99999999,0.37037037
976,OTT0003,Furniture,Ottoman Footstool,Small,,,,"Ottoman, Footstool; Small",Ottoman/Footstool (Small),https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,35.0,0.0175,4.999999995,0.185185185
977,OTT0004,Furniture,Ottoman Footstool,,,,,"Ottoman, Footstool; nan",Ottoman/Footstool,http://www.movingtoolsinc.com/Tools/household-furniture-dimensional-weight-calculator.aspx,EA,35.0,0.0175,5.0,0.185185185185185
978,OUT0001,Industrial Equipment,Outboard Motor,,,2,,Outboard Motor (2),Outboard Motor (25 hp),https://transcanadamovers.com/weight-calculator/,EA,100.0,0.05,4.999999995,0.185185185
979,OUT0002,Industrial Equipment,Outboard Motor,,,15 hp,,Outboard Motor; 15-hp,Outboard Motor (15-hp),https://www.lewis-mcchord.army.mil/jppso/weight_estimator.htm,EA,58.0,0.029,,0.0
980,OUT0003,Scrap Metals,Outdoor Gym,,,,,Outdoor Gym,Outdoor Gym,https://www.lewis-mcchord.army.mil/jppso/weight_estimator.htm,EA,140.0,0.07,,0.0
981,OUT0004,General Solid Waste/ Donations,Outdoor Slide,,,,,Outdoor Slide,Outdoor Slide,https://move.mil/resources/weight-estimator,EA,70.0,0.035,,0.0
982,OUT0005,General Solid Waste/ Donations,Outdoor Swing,,,,,Outdoor Swing,Outdoor Swing,https://transcanadamovers.com/weight-calculator/,EA,100.0,0.05,20.000000007,0.740740741
983,OUT0006,Furniture,Outdoor Swings,,,,,Outdoor Swings,Outdoor Swings,https://move.mil/resources/weight-estimator,EA,105.0,0.0525,,0.0
984,OVE0001,Furniture,Overmantel,,,,,Overmantel,Overmantel,https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,350.0,0.175,50.000000004,1.851851852
985,OVE0002,Furniture,Overstuffed,,,,,Overstuffed,Overstuffed,https://transcanadamovers.com/weight-calculator/,EA,120.0,0.06,25.000000002,0.925925926
986,PCA0001,Electronic Waste,PC Accessories,,,,Keyboard; mouse,"PC Accessories; keyboard, mouse","PC Accessories (keyboard, mouse)",https://www.sustainabilityexchange.ac.uk/files/copy_of_furniturereusenetworkaverageweights.xls,EA,2.20462,0.00110231,,0.0
